Código IBGE,,Município,UF,Mortalidade Infantil até 5 Anos,posição estadual
4127957,412795,Tupãssi (PR),PR,"10,3436770",
3531902,353190,Morro Agudo (SP),SP,"10,3390520",160
4117008,411700,Nova Fátima (PR),PR,"10,3375363",
3541505,354150,Presidente Venceslau (SP),SP,"10,3372426",159
5217609,521760,Planaltina (GO),GO,"10,3286909",
3547809,354780,Santo André (SP),SP,"10,3274471",158
2926400,292640,Riacho de Santana (BA),BA,"10,3238849",
3541307,354130,Presidente Epitácio (SP),SP,"10,3133644",157
4110706,411070,Irati (PR),PR,"10,3083062",
5214002,521400,Mozarlândia (GO),GO,"10,3031590",
2106409,210640,Mata Roma (MA),MA,"10,2941247",
2612000,261200,Sairé (PE),PE,"10,2935259",
3533007,353300,Nova Granada (SP),SP,"10,2933219",156
4303608,430360,Cambará do Sul (RS),RS,"10,2912572",
3553401,355340,Tanabi (SP),SP,"10,2901896",155
3522604,352260,Itapira (SP),SP,"10,2863834",154
2510907,251090,Paulista (PB),PB,"10,2833066",
2616407,261640,Vitória de Santo Antão (PE),PE,"10,2807200",
3304003,330400,Piraí (RJ),RJ,"10,2802386",9
3140506,314050,Martinho Campos (MG),MG,"10,2795579",
3548104,354810,Santo Antônio do Jardim (SP),SP,"10,2678571",153
2305407,230540,Icó (CE),CE,"10,2641453",
4305355,430535,Charqueadas (RS),RS,"10,2614756",
3507159,350715,Bom Sucesso de Itararé (SP),SP,"10,2588384",152
4321477,432147,Tiradentes do Sul (RS),RS,"10,2564103",
4208302,420830,Itapema (SC),SC,"10,2535212",
3506706,350670,Boa Esperança do Sul (SP),SP,"10,2527113",151
2925956,292595,Rafael Jambeiro (BA),BA,"10,2481374",
3540259,354025,Pontalinda (SP),SP,"10,2424749",150
4308607,430860,Garibaldi (RS),RS,"10,2414010",
3139409,313940,Manhuaçu (MG),MG,"10,2383532",
3529302,352930,Matão (SP),SP,"10,2366702",149
4213708,421370,Pouso Redondo (SC),SC,"10,2319593",
4111803,411180,Jacarezinho (PR),PR,"10,2195628",
3546009,354600,Santa Branca (SP),SP,"10,2114119",148
3114501,311450,Carmópolis de Minas (MG),MG,"10,2102164",
4308706,430870,Gaurama (RS),RS,"10,2083333",
3131307,313130,Ipatinga (MG),MG,"10,2053132",
4316956,431695,Santa Maria do Herval (RS),RS,"10,2040816",
3548005,354800,Santo Antônio de Posse (SP),SP,"10,1949077",147
3149705,314970,Perdigão (MG),MG,"10,1914535",
4120358,412035,Pranchita (PR),PR,"10,1888450",
4116802,411680,Nova Cantu (PR),PR,"10,1881720",
2311702,231170,Reriutaba (CE),CE,"10,1869494",
3501608,350160,Americana (SP),SP,"10,1860478",146
4207502,420750,Indaial (SC),SC,"10,1826891",
2302057,230205,Barroquinha (CE),CE,"10,1817590",
3531209,353120,Monte Alegre do Sul (SP),SP,"10,1777881",145
4311809,431180,Marau (RS),RS,"10,1759884",
4113734,411373,Luiziana (PR),PR,"10,1742929",
2305332,230533,Ibicuitinga (CE),CE,"10,1733558",
3503208,350320,Araraquara (SP),SP,"10,1688984",144
3550100,355010,São Manuel (SP),SP,"10,1682520",143
4300802,430080,Antônio Prado (RS),RS,"10,1633475",
4126678,412667,Tamarana (PR),PR,"10,1508506",
3503703,350370,Ariranha (SP),SP,"10,1495726",142
2300903,230090,Apuiarés (CE),CE,"10,1330912",
3548500,354850,Santos (SP),SP,"10,1330560",141
2109304,210930,Presidente Vargas (MA),MA,"10,1317712",
3144805,314480,Nova Lima (MG),MG,"10,1271233",
3548401,354840,Santópolis do Aguapeí (SP),SP,"10,1268412",140
4213500,421350,Porto Belo (SC),SC,"10,1242080",
2610509,261050,Passira (PE),PE,"10,1212996",
3137601,313760,Lagoa Santa (MG),MG,"10,1188594",
4302105,430210,Bento Gonçalves (RS),RS,"10,1175644",
5217302,521730,Pirenópolis (GO),GO,"10,1170391",
3523305,352330,Itariri (SP),SP,"10,1163602",139
1200179,120017,Capixaba (AC),AC,"10,1152452",
3516200,351620,Franca (SP),SP,"10,1130437",138
4304630,430463,Capão da Canoa (RS),RS,"10,1121739",
3549805,354980,São José do Rio Preto (SP),SP,"10,0992044",137
3520004,352000,Igaraçu do Tietê (SP),SP,"10,0982194",136
1400233,140023,Caroebe (RR),RR,"10,0885027",
3129509,312950,Ibiá (MG),MG,"10,0882770",
4104808,410480,Cascavel (PR),PR,"10,0825925",
4212809,421280,Balneário Piçarras (SC),SC,"10,0819259",
4310207,431020,Ijuí (RS),RS,"10,0769499",
2102408,210240,Cajapió (MA),MA,"10,0713762",
3112901,311290,Caputira (MG),MG,"10,0690766",
4311403,431140,Lajeado (RS),RS,"10,0673611",
4302352,430235,Bom Princípio (RS),RS,"10,0668537",
4208104,420810,Itaiópolis (SC),SC,"10,0557597",
4101002,410100,Ampére (PR),PR,"10,0539502",
4218004,421800,Tijucas (SC),SC,"10,0532140",
3131901,313190,Itabirito (MG),MG,"10,0529592",
4310538,431053,Itaara (RS),RS,"10,0529101",
3545407,354540,Salto Grande (SP),SP,"10,0523439",135
2301703,230170,Aurora (CE),CE,"10,0506800",
4119400,411940,Piraí do Sul (PR),PR,"10,0494638",
3119401,311940,Coronel Fabriciano (MG),MG,"10,0490399",
3556453,355645,Vargem Grande Paulista (SP),SP,"10,0484977",134
5101407,510140,Aripuanã (MT),MT,"10,0484095",
4207007,420700,Içara (SC),SC,"10,0478683",
3513702,351370,Descalvado (SP),SP,"10,0471907",133
2305357,230535,Icapuí (CE),CE,"10,0368909",
2205409,220540,Joaquim Pires (PI),PI,"10,0299528",
4205001,420500,Dionísio Cerqueira (SC),SC,"10,0273976",
1503044,150304,Floresta do Araguaia (PA),PA,"10,0270039",
4121000,412100,Querência do Norte (PR),PR,"10,0246049",
5000203,500020,Água Clara (MS),MS,"10,0234921",
4321808,432180,Três de Maio (RS),RS,"10,0200602",
4219309,421930,Videira (SC),SC,"10,0198418",
4215455,421545,Sangão (SC),SC,"10,0175452",
2305100,230510,Guaramiranga (CE),CE,"10,0166984",
3301306,330130,Casimiro de Abreu (RJ),RJ,"10,0100343",8
4207106,420710,Ilhota (SC),SC,"10,0036942",
4115200,411520,Maringá (PR),PR,"10,0017584",
3538303,353830,Piquerobi (SP),SP,"10,0000000",132
3117207,311720,Conceição das Pedras (MG),MG,"10,0000000",
4108452,410845,Foz do Jordão (PR),PR,"10,0000000",
4128401,412840,Uraí (PR),PR,"10,0000000",
4306957,430695,Entre Rios do Sul (RS),RS,"10,0000000",
5211701,521170,Jandaia (GO),GO,"10,0000000",
4100400,410040,Almirante Tamandaré (PR),PR,"9,9999736",
5102678,510267,Campo Verde (MT),MT,"9,9978944",
2413706,241370,Sítio Novo (RN),RN,"9,9921630",
3537107,353710,Pedreira (SP),SP,"9,9916759",131
3513900,351390,Divinolândia (SP),SP,"9,9830850",130
4314902,431490,Porto Alegre (RS),RS,"9,9792537",
4202453,420245,Bombinhas (SC),SC,"9,9759353",
4211603,421160,Nova Veneza (SC),SC,"9,9743151",
3145109,314510,Nova Resende (MG),MG,"9,9718641",
3116605,311660,Cláudio (MG),MG,"9,9690345",
3539905,353990,Poloni (SP),SP,"9,9524658",129
2110807,211080,São Félix de Balsas (MA),MA,"9,9508600",
2615300,261530,Timbaúba (PE),PE,"9,9451195",
4200903,420090,Angelina (SC),SC,"9,9415205",
4318804,431880,São Lourenço do Sul (RS),RS,"9,9392936",
3127107,312710,Frutal (MG),MG,"9,9347758",
2412500,241250,São Miguel (RN),RN,"9,9268066",
1700301,170030,Aguiarnópolis (TO),TO,"9,9259676",
4202305,420230,Biguaçu (SC),SC,"9,9252376",
4102604,410260,Barracão (PR),PR,"9,9204535",
3550605,355060,São Roque (SP),SP,"9,9175637",128
4127106,412710,Telêmaco Borba (PR),PR,"9,9175190",
3164472,316447,São Sebastião do Anta (MG),MG,"9,9138577",
4316501,431650,Salvador do Sul (RS),RS,"9,9134199",
3532603,353260,Nhandeara (SP),SP,"9,9115533",127
3160959,316095,São Domingos das Dores (MG),MG,"9,9089180",
3142700,314270,Montalvânia (MG),MG,"9,9029839",
3142809,314280,Monte Alegre de Minas (MG),MG,"9,8989838",
2510006,251000,Nazarezinho (PB),PB,"9,8986780",
3203601,320360,Mucurici (ES),ES,"9,8866959",11
4322251,432225,Tupandi (RS),RS,"9,8848616",
4304606,430460,Canoas (RS),RS,"9,8762204",
4113908,411390,Mallet (PR),PR,"9,8726852",
2918456,291845,Jucuruçu (BA),BA,"9,8711129",
4204806,420480,Curitibanos (SC),SC,"9,8706141",
3529500,352950,Mendonça (SP),SP,"9,8684211",126
3529203,352920,Martinópolis (SP),SP,"9,8555964",125
3501301,350130,Álvares Machado (SP),SP,"9,8550450",124
3302452,330245,Macuco (RJ),RJ,"9,8523692",7
3546801,354680,Santa Isabel (SP),SP,"9,8463609",123
3524709,352470,Jaguariúna (SP),SP,"9,8427630",122
3136900,313690,Juruaia (MG),MG,"9,8329618",
3109709,310970,Cachoeira de Minas (MG),MG,"9,8297774",
2611408,261140,Primavera (PE),PE,"9,8291692",
3300159,330015,Aperibé (RJ),RJ,"9,8235852",6
4320503,432050,Sertão (RS),RS,"9,8214286",
3108305,310830,Borda da Mata (MG),MG,"9,8205311",
3100401,310040,Acaiaca (MG),MG,"9,8076923",
3122504,312250,Dom Cavati (MG),MG,"9,8076923",
1720259,172025,São Salvador do Tocantins (TO),TO,"9,8039216",
2309904,230990,Pacujá (CE),CE,"9,8039216",
3104403,310440,Argirita (MG),MG,"9,8039216",
4215752,421575,São Bernardino (SC),SC,"9,8039216",
4313391,431339,Novo Cabrais (RS),RS,"9,8039216",
4314548,431454,Pinto Bandeira (RS),RS,"9,8039216",
2605202,260520,Escada (PE),PE,"9,8000763",
5006200,500620,Nova Andradina (MS),MS,"9,7930867",
1101450,110145,Parecis (RO),RO,"9,7928437",
3120151,312015,Crisólita (MG),MG,"9,7906037",
4205308,420530,Faxinal dos Guedes (SC),SC,"9,7889175",
3518305,351830,Guararema (SP),SP,"9,7882387",121
2201929,220192,Bonfim do Piauí (PI),PI,"9,7840756",
3152204,315220,Porteirinha (MG),MG,"9,7835690",
4104659,410465,Carambeí (PR),PR,"9,7807505",
2307007,230700,Jaguaruana (CE),CE,"9,7772678",
4321907,432190,Três Passos (RS),RS,"9,7753149",
5005400,500540,Maracaju (MS),MS,"9,7725392",
4128005,412800,Ubiratã (PR),PR,"9,7697831",
3147204,314720,Paraguaçu (MG),MG,"9,7661441",
4311007,431100,Jaguarão (RS),RS,"9,7650544",
3534609,353460,Osvaldo Cruz (SP),SP,"9,7586030",120
3127339,312733,Gameleiras (MG),MG,"9,7578348",
4311106,431110,Jaguari (RS),RS,"9,7517769",
3202207,320220,Fundão (ES),ES,"9,7499559",10
4317202,431720,Santa Rosa (RS),RS,"9,7478843",
4214003,421400,Presidente Getúlio (SC),SC,"9,7422560",
3110004,311000,Caeté (MG),MG,"9,7419334",
3159605,315960,Santa Rita do Sapucaí (MG),MG,"9,7358846",
3123205,312320,Dores do Indaiá (MG),MG,"9,7189388",
2916906,291690,Itiruçu (BA),BA,"9,7141097",
4103602,410360,Cambará (PR),PR,"9,7125817",
3557105,355710,Votuporanga (SP),SP,"9,7114450",119
4106100,410610,Conselheiro Mairinck (PR),PR,"9,7076023",
3203304,320330,Mantenópolis (ES),ES,"9,7045811",9
2600906,260090,Amaraji (PE),PE,"9,6959023",
5002100,500210,Bela Vista (MS),MS,"9,6860976",
2931301,293130,Tapiramutá (BA),BA,"9,6785705",
4126009,412600,São Sebastião da Amoreira (PR),PR,"9,6778263",
4203808,420380,Canoinhas (SC),SC,"9,6726271",
3201100,320110,Bom Jesus do Norte (ES),ES,"9,6681957",8
1710706,171070,Itaguatins (TO),TO,"9,6640750",
3112802,311280,Capitólio (MG),MG,"9,6634615",
3535002,353500,Palestina (SP),SP,"9,6602043",118
4314803,431480,Portão (RS),RS,"9,6601743",
3155306,315530,Rio Manso (MG),MG,"9,6559378",
2414605,241460,Upanema (RN),RN,"9,6515506",
5215256,521525,Novo Planalto (GO),GO,"9,6511628",
4121752,412175,Reserva do Iguaçu (PR),PR,"9,6464959",
3551603,355160,Serra Negra (SP),SP,"9,6356098",117
3202801,320280,Itapemirim (ES),ES,"9,6263210",7
4124004,412400,Santana do Itararé (PR),PR,"9,6205962",
4110003,411000,Iguaraçu (PR),PR,"9,6179715",
3556958,355695,Vitória Brasil (SP),SP,"9,6153846",116
2509370,250937,Mato Grosso (PB),PB,"9,6153846",
4310413,431041,Inhacorá (RS),RS,"9,6153846",
5001904,500190,Bataguassu (MS),MS,"9,6124179",
2603603,260360,Camutanga (PE),PE,"9,6114449",
3501905,350190,Amparo (SP),SP,"9,6075540",115
3511508,351150,Cerquilho (SP),SP,"9,6014218",114
4313102,431310,Nova Palma (RS),RS,"9,5942982",
4121505,412150,Rebouças (PR),PR,"9,5909787",
3118205,311820,Conquista (MG),MG,"9,5887446",
4217709,421770,Sombrio (SC),SC,"9,5839477",
4125506,412550,São José dos Pinhais (PR),PR,"9,5832368",
2407708,240770,Montanhas (RN),RN,"9,5822315",
2111250,211125,São José dos Basílios (MA),MA,"9,5789035",
3547304,354730,Santana de Parnaíba (SP),SP,"9,5780816",113
2923209,292320,Oliveira dos Brejinhos (BA),BA,"9,5750496",
4124103,412410,Santo Antônio da Platina (PR),PR,"9,5703955",
4309407,430940,Guaporé (RS),RS,"9,5692146",
2503100,250310,Cabaceiras (PB),PB,"9,5640555",
2702900,270290,Girau do Ponciano (AL),AL,"9,5613778",
3171808,317180,Virginópolis (MG),MG,"9,5605857",
3528601,352860,Manduri (SP),SP,"9,5527883",112
3107703,310770,Bom Jesus do Amparo (MG),MG,"9,5512179",
4117909,411790,Palotina (PR),PR,"9,5497470",
3525904,352590,Jundiaí (SP),SP,"9,5490907",111
2405009,240500,Jaçanã (RN),RN,"9,5469577",
4123402,412340,Santa Fé (PR),PR,"9,5468103",
5008008,500800,Terenos (MS),MS,"9,5446527",
5216403,521640,Paraúna (GO),GO,"9,5427406",
2931103,293110,Tanquinho (BA),BA,"9,5349981",
4317905,431790,Santo Cristo (RS),RS,"9,5264346",
1500958,150095,Aurora do Pará (PA),PA,"9,5259090",
3514924,351492,Elisiário (SP),SP,"9,5238095",109
3520707,352070,Indiaporã (SP),SP,"9,5238095",110
2411429,241142,Santana do Seridó (RN),RN,"9,5238095",
4100806,410080,Alvorada do Sul (PR),PR,"9,5175439",
3510203,351020,Capão Bonito (SP),SP,"9,5144121",108
2404507,240450,Guamaré (RN),RN,"9,5081283",
3102050,310205,Alto Caparaó (MG),MG,"9,5055547",
2504306,250430,Catolé do Rocha (PB),PB,"9,5054225",
3205150,320515,Vila Pavão (ES),ES,"9,5013130",6
3124203,312420,Espera Feliz (MG),MG,"9,4913295",
3143203,314320,Monte Santo de Minas (MG),MG,"9,4889678",
2207793,220779,Pau D'Arco do Piauí (PI),PI,"9,4880057",
3145901,314590,Ouro Branco (MG),MG,"9,4754633",
4206504,420650,Guaramirim (SC),SC,"9,4691464",
3549409,354940,São Joaquim da Barra (SP),SP,"9,4548428",107
2404903,240490,Itaú (RN),RN,"9,4456215",
4106001,410600,Congonhinhas (PR),PR,"9,4447803",
5204300,520430,Caçu (GO),GO,"9,4381114",
3503505,350350,Areias (SP),SP,"9,4339623",106
4126702,412670,Tamboara (PR),PR,"9,4339623",
2206001,220600,Marcos Parente (PI),PI,"9,4277426",
2702603,270260,Feira Grande (AL),AL,"9,4144702",
4125308,412530,São Jorge do Ivaí (PR),PR,"9,4130676",
4101200,410120,Antonina (PR),PR,"9,4022688",
4217204,421720,São Miguel do Oeste (SC),SC,"9,3944269",
2308203,230820,Meruoca (CE),CE,"9,3936849",
4215000,421500,Rio Negrinho (SC),SC,"9,3878973",
3162922,316292,São Joaquim de Bicas (MG),MG,"9,3852857",
2305308,230530,Ibiapina (CE),CE,"9,3826535",
3539301,353930,Pirassununga (SP),SP,"9,3767138",105
4125357,412535,São Jorge do Patrocínio (PR),PR,"9,3740840",
2306256,230625,Itaitinga (CE),CE,"9,3710588",
3201407,320140,Castelo (ES),ES,"9,3700634",5
1100015,110001,Alta Floresta D'Oeste (RO),RO,"9,3647724",
2304004,230400,Coreaú (CE),CE,"9,3643572",
4120606,412060,Prudentópolis (PR),PR,"9,3615708",
4114609,411460,Marechal Cândido Rondon (PR),PR,"9,3558613",
3536703,353670,Pederneiras (SP),SP,"9,3505102",104
4114500,411450,Manoel Ribas (PR),PR,"9,3474227",
5004502,500450,Itaporã (MS),MS,"9,3470240",
4217808,421780,Taió (SC),SC,"9,3412479",
3542909,354290,Ribeirão Bonito (SP),SP,"9,3406628",103
4127403,412740,Terra Roxa (PR),PR,"9,3368155",
3117801,311780,Conceição dos Ouros (MG),MG,"9,3171942",
2500205,250020,Aguiar (PB),PB,"9,2874029",
2309409,230940,Novo Oriente (CE),CE,"9,2853887",
3535309,353530,Palmital (SP),SP,"9,2697213",102
3544806,354480,Sales (SP),SP,"9,2624357",101
3500550,350055,Águas de Santa Bárbara (SP),SP,"9,2592593",100
2408409,240840,Olho d'Água do Borges (RN),RN,"9,2592593",
3128501,312850,Guarará (MG),MG,"9,2592593",
4117222,411722,Nova Santa Rosa (PR),PR,"9,2592593",
4202537,420253,Bom Jesus (SC),SC,"9,2592593",
4312443,431244,Morrinhos do Sul (RS),RS,"9,2592593",
4318457,431845,São José das Missões (RS),RS,"9,2592593",
1706258,170625,Crixás do Tocantins (TO),TO,"9,2592593",
3108107,310810,Bonfim (MG),MG,"9,2592593",
3160603,316060,Santo Hipólito (MG),MG,"9,2592593",
4217154,421715,São Miguel da Boa Vista (SC),SC,"9,2592593",
4204608,420460,Criciúma (SC),SC,"9,2574804",
2400802,240080,Angicos (RN),RN,"9,2572541",
3520509,352050,Indaiatuba (SP),SP,"9,2530634",99
4204004,420400,Catanduvas (SC),SC,"9,2505373",
4215802,421580,São Bento do Sul (SC),SC,"9,2483633",
5200852,520085,Americano do Brasil (GO),GO,"9,2292246",
4320552,432055,Sertão Santana (RS),RS,"9,2253989",
4319505,431950,São Sebastião do Caí (RS),RS,"9,2210205",
3509304,350930,Cajobi (SP),SP,"9,2149566",98
4316451,431645,Salto do Jacuí (RS),RS,"9,2100206",
5215504,521550,Ouvidor (GO),GO,"9,2090222",
3306156,330615,Varre-Sai (RJ),RJ,"9,2071487",5
3521101,352110,Ipeúna (SP),SP,"9,1921532",97
2610004,261000,Palmares (PE),PE,"9,1842131",
2504074,250407,Caraúbas (PB),PB,"9,1765873",
4216602,421660,São José (SC),SC,"9,1754436",
4320909,432090,Tapejara (RS),RS,"9,1705462",
4308201,430820,Flores da Cunha (RS),RS,"9,1572706",
2708105,270810,Santana do Mundaú (AL),AL,"9,1559344",
4121406,412140,Realeza (PR),PR,"9,1549110",
5006002,500600,Nova Alvorada do Sul (MS),MS,"9,1534503",
4205456,420545,Forquilhinha (SC),SC,"9,1522829",
3152501,315250,Pouso Alegre (MG),MG,"9,1484995",
3520301,352030,Iguape (SP),SP,"9,1340021",96
3128907,312890,Guimarânia (MG),MG,"9,1315703",
4200507,420050,Águas de Chapecó (SC),SC,"9,1269841",
3128808,312880,Guidoval (MG),MG,"9,1217152",
2401701,240170,Bom Jesus (RN),RN,"9,1180350",
4321667,432166,Três Cachoeiras (RS),RS,"9,1174568",
2616001,261600,Venturosa (PE),PE,"9,1105543",
2405306,240530,Januário Cicco (RN),RN,"9,1088635",
3169000,316900,Tocantins (MG),MG,"9,1068100",
3170529,317052,Urucuia (MG),MG,"9,1054214",
2409100,240910,Passa e Fica (RN),RN,"9,1024797",
4105508,410550,Cianorte (PR),PR,"9,1022733",
4200200,420020,Agrolândia (SC),SC,"9,1011929",
2303402,230340,Carnaubal (CE),CE,"9,0988287",
4102406,410240,Bandeirantes (PR),PR,"9,0890011",
3505708,350570,Barueri (SP),SP,"9,0827681",95
3120870,312087,Curral de Dentro (MG),MG,"9,0695447",
4218509,421850,Treze Tílias (SC),SC,"9,0663301",
4210506,421050,Maravilha (SC),SC,"9,0618908",
3202603,320260,Iconha (ES),ES,"9,0429150",4
4101655,410165,Arapuã (PR),PR,"9,0172239",
4213351,421335,Ponte Alta do Norte (SC),SC,"9,0155945",
1200013,120001,Acrelândia (AC),AC,"9,0129587",
2210300,221030,São Julião (PI),PI,"9,0090090",
2502201,250220,Bom Jesus (PB),PB,"9,0090090",
2513356,251335,Santa Inês (PB),PB,"9,0090090",
3105509,310550,Barão de Monte Alto (MG),MG,"9,0090090",
4306734,430673,Doutor Maurício Cardoso (RS),RS,"9,0090090",
5202353,520235,Arenópolis (GO),GO,"9,0090090",
2104651,210465,Governador Newton Bello (MA),MA,"9,0025761",
2304905,230490,Groaíras (CE),CE,"8,9978251",
3301207,330120,Carmo (RJ),RJ,"8,9953047",4
4202909,420290,Brusque (SC),SC,"8,9907807",
2504900,250490,Cruz do Espírito Santo (PB),PB,"8,9857401",
2111904,211190,Sucupira do Norte (MA),MA,"8,9840746",
3169356,316935,Três Marias (MG),MG,"8,9721284",
4208906,420890,Jaraguá do Sul (SC),SC,"8,9649082",
3530300,353030,Mirassol (SP),SP,"8,9599089",94
4201901,420190,Aurora (SC),SC,"8,9551921",
2307908,230790,Martinópole (CE),CE,"8,9513153",
4302808,430280,Caçapava do Sul (RS),RS,"8,9427465",
2401602,240160,Bento Fernandes (RN),RN,"8,9396766",
2903805,290380,Boa Vista do Tupim (BA),BA,"8,9311454",
3101300,310130,Alagoa (MG),MG,"8,9285714",
3143609,314360,Morro da Garça (MG),MG,"8,9285714",
3160009,316000,Santo Antônio do Aventureiro (MG),MG,"8,9285714",
4103404,410340,Cafeara (PR),PR,"8,9285714",
4113429,411342,Lidianópolis (PR),PR,"8,9285714",
4206751,420675,Ibiam (SC),SC,"8,9285714",
4302378,430237,Bom Progresso (RS),RS,"8,9285714",
4306551,430655,Dom Pedro de Alcântara (RS),RS,"8,9285714",
4308052,430805,Faxinalzinho (RS),RS,"8,9285714",
4322327,432232,Turuçu (RS),RS,"8,9285714",
5003108,500310,Corguinho (MS),MS,"8,9285714",
4307906,430790,Farroupilha (RS),RS,"8,9218252",
4215679,421567,Santa Terezinha (SC),SC,"8,9200923",
3150901,315090,Piranguçu (MG),MG,"8,9176033",
2915700,291570,Itamari (BA),BA,"8,9025495",
4201307,420130,Araquari (SC),SC,"8,9000723",
4215653,421565,Santa Rosa do Sul (SC),SC,"8,8984471",
3506300,350630,Bernardino de Campos (SP),SP,"8,8976659",93
3548807,354880,São Caetano do Sul (SP),SP,"8,8976374",92
4218103,421810,Timbé do Sul (SC),SC,"8,8953421",
2101772,210177,Bela Vista do Maranhão (MA),MA,"8,8952249",
3515509,351550,Fernandópolis (SP),SP,"8,8895455",91
2510501,251050,Olivedos (PB),PB,"8,8888889",
3160801,316080,São Bento Abade (MG),MG,"8,8888889",
4319802,431980,São Vicente do Sul (RS),RS,"8,8869464",
2920106,292010,Mairi (BA),BA,"8,8854011",
1502939,150293,Dom Eliseu (PA),PA,"8,8807917",
2909109,290910,Coribe (BA),BA,"8,8685044",
2610301,261030,Paranatama (PE),PE,"8,8632846",
3105707,310570,Barra Longa (MG),MG,"8,8557994",
4103479,410347,Cafezal do Sul (PR),PR,"8,8461538",
2402501,240250,Carnaubais (RN),RN,"8,8437682",
4321857,432185,Três Palmeiras (RS),RS,"8,8336496",
3506102,350610,Bebedouro (SP),SP,"8,8228793",90
2301109,230110,Aracati (CE),CE,"8,8166569",
4203956,420395,Capivari de Baixo (SC),SC,"8,8160261",
2504207,250420,Catingueira (PB),PB,"8,8082108",
3112109,311210,Caparaó (MG),MG,"8,8023853",
3161205,316120,São Francisco de Paula (MG),MG,"8,7962963",
3520202,352020,Igaratá (SP),SP,"8,7871761",89
3535606,353560,Paraibuna (SP),SP,"8,7724417",88
1717800,171780,Ponte Alta do Bom Jesus (TO),TO,"8,7719298",
1718899,171889,Santa Rita do Tocantins (TO),TO,"8,7719298",
2508406,250840,Lastro (PB),PB,"8,7719298",
4305504,430550,Ciríaco (RS),RS,"8,7719298",
4323507,432350,Vista Alegre (RS),RS,"8,7719298",
4106902,410690,Curitiba (PR),PR,"8,7602248",
3122454,312245,Divisópolis (MG),MG,"8,7449875",
2928950,292895,São Domingos (BA),BA,"8,7438065",
3159803,315980,Santa Vitória (MG),MG,"8,7435335",
4109708,410970,Ibaiti (PR),PR,"8,7427967",
3555802,355580,Urânia (SP),SP,"8,7418301",87
4120804,412080,Quatro Barras (PR),PR,"8,7346951",
2301802,230180,Baixio (CE),CE,"8,7313433",
2915908,291590,Itanagra (BA),BA,"8,7247324",
4124608,412460,São Carlos do Ivaí (PR),PR,"8,7209302",
4109500,410950,Guaraqueçaba (PR),PR,"8,7158470",
3514502,351450,Duartina (SP),SP,"8,7105064",86
4206405,420640,Guaraciaba (SC),SC,"8,7099744",
3157203,315720,Santa Bárbara (MG),MG,"8,7055202",
4316709,431670,Santa Bárbara do Sul (RS),RS,"8,7051066",
2707602,270760,Quebrangulo (AL),AL,"8,7039583",
2602704,260270,Buenos Aires (PE),PE,"8,6988688",
3154002,315400,Raul Soares (MG),MG,"8,6924478",
3532504,353250,Neves Paulista (SP),SP,"8,6906628",85
4203105,420310,Caibi (SC),SC,"8,6472791",
3144359,314435,Naque (MG),MG,"8,6401693",
4320404,432040,Serafina Corrêa (RS),RS,"8,6329608",
1717503,171750,Pium (TO),TO,"8,6291376",
4312658,431265,Não-Me-Toque (RS),RS,"8,6245422",
3516507,351650,Gabriel Monteiro (SP),SP,"8,6206897",84
2505303,250530,Curral Velho (PB),PB,"8,6206897",
3115003,311500,Cascalho Rico (MG),MG,"8,6206897",
3138302,313830,Leandro Ferreira (MG),MG,"8,6206897",
4103024,410302,Boa Esperança do Iguaçu (PR),PR,"8,6206897",
4319364,431936,São Pedro das Missões (RS),RS,"8,6206897",
2703403,270340,Jacaré dos Homens (AL),AL,"8,6049158",
3555000,355500,Tupã (SP),SP,"8,6040118",83
4209102,420910,Joinville (SC),SC,"8,5977852",
4219408,421940,Witmarsum (SC),SC,"8,5955711",
4306809,430680,Encantado (RS),RS,"8,5936277",
4321451,432145,Teutônia (RS),RS,"8,5876595",
2802809,280280,Indiaroba (SE),SE,"8,5840217",
1718303,171830,Praia Norte (TO),TO,"8,5835806",
4316105,431610,Ronda Alta (RS),RS,"8,5817367",
1504976,150497,Nova Ipixuna (PA),PA,"8,5808619",
2109056,210905,Porto Rico do Maranhão (MA),MA,"8,5777126",
4215703,421570,Santo Amaro da Imperatriz (SC),SC,"8,5740190",
4125605,412560,São Mateus do Sul (PR),PR,"8,5692818",
3528205,352820,Macedônia (SP),SP,"8,5470085",80
3529609,352960,Meridiano (SP),SP,"8,5470085",81
3532157,353215,Nantes (SP),SP,"8,5470085",82
4314068,431406,Passa Sete (RS),RS,"8,5470085",
5100300,510030,Alto Araguaia (MT),MT,"8,5433860",
2311504,231150,Quixeré (CE),CE,"8,5392451",
3142403,314240,Moema (MG),MG,"8,5351983",
3554706,355470,Torrinha (SP),SP,"8,4996633",79
3118809,311880,Coração de Jesus (MG),MG,"8,4979723",
2923308,292330,Ouriçangas (BA),BA,"8,4869312",
2504033,250403,Capim (PB),PB,"8,4675064",
5218102,521810,Portelândia (GO),GO,"8,4670232",
4214805,421480,Rio do Sul (SC),SC,"8,4630030",
2511608,251160,Pilões (PB),PB,"8,4599103",
3168705,316870,Timóteo (MG),MG,"8,4563751",
3168507,316850,Teixeiras (MG),MG,"8,4486664",
4303103,430310,Cachoeirinha (RS),RS,"8,4352813",
3131158,313115,Ipaba (MG),MG,"8,4293036",
4313805,431380,Palmitinho (RS),RS,"8,4269663",
2707404,270740,Porto de Pedras (AL),AL,"8,4200340",
3141108,314110,Matozinhos (MG),MG,"8,4145406",
