co_municipio,,no_municipio,uf,ano,rede,saeb_matematica,saeb_lingua_portuguesa,saeb_padronizado,ideb,posição estadual,ideb_meta,etapa
2412708,241270,São Pedro,RN,2023,Municipal,221.66,224.12,4.096333,3.1,,,Anos Finais
2502706,250270,Borborema,PB,2023,Municipal,217.34,220.26,3.96,3.1,,,Anos Finais
2509107,250910,Mari,PB,2023,Municipal,227.27,225.76,4.217167,3.1,,,Anos Finais
2900702,290070,Alagoinhas,BA,2023,Municipal,224.26,232.36,4277,3.1,,,Anos Finais
2904704,290470,Buerarema,BA,2023,Municipal,205.72,213.66,3.656333,3.1,,,Anos Finais
2910701,291070,Euclides da Cunha,BA,2023,Municipal,222.75,228.68,4.1905,3.1,,,Anos Finais
2914653,291465,Itabela,BA,2023,Municipal,232.16,230.92,4.384667,3.1,,,Anos Finais
2923902,292390,Pau Brasil,BA,2023,Municipal,210.22,218.49,3.811833,3.1,,,Anos Finais
2925907,292590,Quijingue,BA,2023,Municipal,221.47,217.44,3.981833,3.1,,,Anos Finais
2928604,292860,Santo Amaro,BA,2023,Municipal,207.5,211.43,3.648833,3.1,,,Anos Finais
2929404,292940,São Miguel das Matas,BA,2023,Municipal,214.5,213.95,3.8075,3.1,,,Anos Finais
3111507,311150,Campos Altos,MG,2023,Municipal,235.25,246.24,4.6915,3.1,,,Anos Finais
4311502,431150,Lavras do Sul,RS,2023,Municipal,234.63,238.89,4.558667,3.1,,,Anos Finais
1301605,130160,Fonte Boa,AM,2023,Municipal,216.27,220.06,3.938833,3.0,,,Anos Finais
1500305,150030,Afuá,PA,2023,Municipal,225.08,228.96,4234,3.0,,,Anos Finais
1707405,170740,Esperantina,TO,2023,Municipal,211.65,215.23,3.781333,3.0,,,Anos Finais
2107308,210730,Nova Iorque,MA,2023,Municipal,203.27,209.31,3543,3.0,,,Anos Finais
2203107,220310,Cristino Castro,PI,2023,Municipal,250.51,243.76,4.9045,3.0,,,Anos Finais
2401859,240185,Caiçara do Norte,RN,2023,Municipal,218.72,232.44,4186,3.0,,,Anos Finais
2414001,241400,Tangará,RN,2023,Municipal,207.51,217.2,3.745167,3.0,,,Anos Finais
2501104,250110,Areia,PB,2023,Municipal,193.09,204.21,3.288333,3.0,,,Anos Finais
2802304,280230,Frei Paulo,SE,2023,Municipal,235.73,254.39,4.835333,3.0,,,Anos Finais
2807204,280720,Siriri,SE,2023,Municipal,234.13,230.45,4.409667,3.0,,,Anos Finais
2807303,280730,Telha,SE,2023,Municipal,229.17,231.82,4.349833,3.0,,,Anos Finais
2900405,290040,Água Fria,BA,2023,Municipal,219.78,222.65,4.0405,3.0,,,Anos Finais
2906808,290680,Cansanção,BA,2023,Municipal,220.35,227.43,4.129667,3.0,,,Anos Finais
2913457,291345,Igrapiúna,BA,2023,Municipal,220.97,222.73,4.061667,3.0,,,Anos Finais
2916203,291620,Itapé,BA,2023,Municipal,219.81,225.69,4.091667,3.0,,,Anos Finais
2916302,291630,Itapebi,BA,2023,Municipal,209.54,224.4,3899,3.0,,,Anos Finais
2916500,291650,Itapicuru,BA,2023,Municipal,227.37,223.02,4.173167,3.0,,,Anos Finais
2916609,291660,Itapitanga,BA,2023,Municipal,238.99,253.84,4.8805,3.0,,,Anos Finais
2917003,291700,Itiúba,BA,2023,Municipal,205.16,205.82,3.516333,3.0,,,Anos Finais
4311759,431175,Manoel Viana,RS,2023,Municipal,207.57,233.96,4.0255,3.0,,,Anos Finais
1304260,130426,Uarini,AM,2023,Municipal,211.09,205.17,3.604333,2.9,,,Anos Finais
1506708,150670,Santana do Araguaia,PA,2023,Municipal,237.71,231.71,4.490333,2.9,,,Anos Finais
2405801,240580,João Câmara,RN,2023,Municipal,199.11,210.03,3.485667,2.9,,,Anos Finais
2408409,240840,Olho d'Água do Borges,RN,2023,Municipal,215.61,214.48,3.834833,2.9,,,Anos Finais
2410306,241030,Serra Caiada,RN,2023,Municipal,229.89,231.04,4.348833,2.9,,,Anos Finais
2411056,241105,Tibau,RN,2023,Municipal,260.65,273.97,5577,2.9,,,Anos Finais
2512788,251278,Riacho de Santo Antônio,PB,2023,Municipal,239.57,244.28,4.730833,2.9,,,Anos Finais
2802205,280220,Feira Nova,SE,2023,Municipal,219.76,222.51,4.037833,2.9,,,Anos Finais
2913507,291350,Iguaí,BA,2023,Municipal,211.03,208.54,3.6595,2.9,,,Anos Finais
2924405,292440,Pilão Arcado,BA,2023,Municipal,218.34,223.78,4.035333,2.9,,,Anos Finais
1302306,130230,Jutaí,AM,2023,Municipal,211.06,203.97,3.583833,2.8,,,Anos Finais
1501808,150180,Breves,PA,2023,Municipal,237.63,242.95,4.676333,2.8,,,Anos Finais
2801900,280190,Cumbe,SE,2023,Municipal,232.8,238.58,4523,2.8,,,Anos Finais
2903409,290340,Belmonte,BA,2023,Municipal,218.91,217.76,3.9445,2.8,,,Anos Finais
2903607,290360,Biritinga,BA,2023,Municipal,217.98,223.51,4.024833,2.8,,,Anos Finais
2908309,290830,Conceição do Almeida,BA,2023,Municipal,190.2,196.77,3.116167,2.8,,,Anos Finais
2910503,291050,Entre Rios,BA,2023,Municipal,220.24,224.61,4.080833,2.8,,,Anos Finais
2924678,292467,Piraí do Norte,BA,2023,Municipal,232.27,235.17,4.457333,2.8,,,Anos Finais
2925253,292525,Ponto Novo,BA,2023,Municipal,212.67,205.94,3.6435,2.8,,,Anos Finais
2932705,293270,Uruçuca,BA,2023,Municipal,210.0,212.0,3.7,2.8,,,Anos Finais
3162450,316245,São João das Missões,MG,2023,Municipal,256.81,253.85,5.177667,2.8,,,Anos Finais
2414456,241445,Triunfo Potiguar,RN,2023,Municipal,204.48,214.21,3.644833,2.7,,,Anos Finais
2515807,251580,Serra Redonda,PB,2023,Municipal,208.78,224.87,3.894167,2.7,,,Anos Finais
2901700,290170,Antônio Cardoso,BA,2023,Municipal,216.7,210.27,3.782833,2.7,,,Anos Finais
2910602,291060,Esplanada,BA,2023,Municipal,224.68,221.73,4.106833,2.7,,,Anos Finais
3132305,313230,Itaipé,MG,2023,Municipal,227.73,226.19,4232,2.7,,,Anos Finais
3139300,313930,Manga,MG,2023,Municipal,202.34,204.71,3.450833,2.7,,,Anos Finais
2404606,240460,Ielmo Marinho,RN,2023,Municipal,215.59,213.37,3816,2.6,,,Anos Finais
2413102,241310,Senador Elói de Souza,RN,2023,Municipal,207.99,216.87,3.747667,2.6,,,Anos Finais
2504900,250490,Cruz do Espírito Santo,PB,2023,Municipal,202.93,199.47,3.373333,2.6,,,Anos Finais
2927507,292750,Santa Bárbara,BA,2023,Municipal,199.5,196.79,3.2715,2.6,,,Anos Finais
2931103,293110,Tanquinho,BA,2023,Municipal,216.92,202.27,3.653167,2.6,,,Anos Finais
2932457,293245,Umburanas,BA,2023,Municipal,211.27,209.08,3.6725,2.6,,,Anos Finais
4317004,431700,Santana da Boa Vista,RS,2023,Municipal,221.91,239.76,4.361167,2.6,,,Anos Finais
1301951,130195,Itamarati,AM,2023,Municipal,200.88,193.46,3239,2.4,,,Anos Finais
2803609,280360,Laranjeiras,SE,2023,Municipal,215.7,212.61,3.805167,2.4,,,Anos Finais
4305900,430590,Coronel Bicaco,RS,2023,Municipal,225.01,215.77,4013,2.4,,,Anos Finais
1301506,130150,Envira,AM,2023,Municipal,192.54,196.64,3153,2.3,,,Anos Finais
2204402,220440,Gilbués,PI,2023,Municipal,182.4,196.45,2.980833,2.3,,,Anos Finais
2408706,240870,Paraú,RN,2023,Municipal,225.11,232.27,4.289667,2.1,,,Anos Finais
1100056,110005,Cerejeiras,RO,2023,Municipal,,,,,,,Anos Finais
1100064,110006,Colorado do Oeste,RO,2023,Municipal,,,,,,,Anos Finais
1100072,110007,Corumbiara,RO,2023,Municipal,,,,,,,Anos Finais
1100080,110008,Costa Marques,RO,2023,Municipal,,,,,,,Anos Finais
1100114,110011,Jaru,RO,2023,Municipal,,,,,,,Anos Finais
1100122,110012,Ji-Paraná,RO,2023,Municipal,,,,,,,Anos Finais
1100130,110013,Machadinho D'Oeste,RO,2023,Municipal,,,,,,,Anos Finais
1100155,110015,Ouro Preto do Oeste,RO,2023,Municipal,,,,,,,Anos Finais
1100205,110020,Porto Velho,RO,2023,Municipal,,,,,,,Anos Finais
1100254,110025,Presidente Médici,RO,2023,Municipal,,,,,,,Anos Finais
1100262,110026,Rio Crespo,RO,2023,Municipal,,,,,,,Anos Finais
1100288,110028,Rolim de Moura,RO,2023,Municipal,,,,,,,Anos Finais
1100338,110033,Nova Mamoré,RO,2023,Municipal,,,,,,,Anos Finais
1100379,110037,Alto Alegre dos Parecis,RO,2023,Municipal,,,,,,,Anos Finais
1100403,110040,Alto Paraíso,RO,2023,Municipal,,,,,,,Anos Finais
1100452,110045,Buritis,RO,2023,Municipal,,,,,,,Anos Finais
1100502,110050,Novo Horizonte do Oeste,RO,2023,Municipal,,,,,,,Anos Finais
1100601,110060,Cacaulândia,RO,2023,Municipal,,,,,,,Anos Finais
1100700,110070,Campo Novo de Rondônia,RO,2023,Municipal,,,,,,,Anos Finais
1100809,110080,Candeias do Jamari,RO,2023,Municipal,,,,,,,Anos Finais
1100924,110092,Chupinguaia,RO,2023,Municipal,,,,,,,Anos Finais
1101005,110100,Governador Jorge Teixeira,RO,2023,Municipal,,,,,,,Anos Finais
1101302,110130,Mirante da Serra,RO,2023,Municipal,,,,,,,Anos Finais
1101401,110140,Monte Negro,RO,2023,Municipal,,,,,,,Anos Finais
1101435,110143,Nova União,RO,2023,Municipal,,,,,,,Anos Finais
1101484,110148,São Felipe D'Oeste,RO,2023,Municipal,,,,,,,Anos Finais
1101492,110149,São Francisco do Guaporé,RO,2023,Municipal,,,,,,,Anos Finais
1101500,110150,Seringueiras,RO,2023,Municipal,,,,,,,Anos Finais
1101757,110175,Vale do Anari,RO,2023,Municipal,,,,,,,Anos Finais
1200013,120001,Acrelândia,AC,2023,Municipal,,,,,,,Anos Finais
1200138,120013,Bujari,AC,2023,Municipal,,,,,,,Anos Finais
1200179,120017,Capixaba,AC,2023,Municipal,,,,,,,Anos Finais
1200302,120030,Feijó,AC,2023,Municipal,,,,,,,Anos Finais
1200336,120033,Mâncio Lima,AC,2023,Municipal,,,,,,,Anos Finais
1200401,120040,Rio Branco,AC,2023,Municipal,,,,,,,Anos Finais
1200450,120045,Senador Guiomard,AC,2023,Municipal,,,,,,,Anos Finais
1200500,120050,Sena Madureira,AC,2023,Municipal,,,,,,,Anos Finais
1200609,120060,Tarauacá,AC,2023,Municipal,,,,,,,Anos Finais
1200708,120070,Xapuri,AC,2023,Municipal,,,,,,,Anos Finais
1200807,120080,Porto Acre,AC,2023,Municipal,,,,,,,Anos Finais
1300201,130020,Atalaia do Norte,AM,2023,Municipal,,,,,,,Anos Finais
1300300,130030,Autazes,AM,2023,Municipal,,,,,,,Anos Finais
1300409,130040,Barcelos,AM,2023,Municipal,,,,,,,Anos Finais
1300904,130090,Canutama,AM,2023,Municipal,,,,,,,Anos Finais
1301001,130100,Carauari,AM,2023,Municipal,,,,,,,Anos Finais
1301308,130130,Codajás,AM,2023,Municipal,,,,,,,Anos Finais
1301407,130140,Eirunepé,AM,2023,Municipal,,,,,,,Anos Finais
1301803,130180,Ipixuna,AM,2023,Municipal,,,,,,,Anos Finais
1302108,130210,Japurá,AM,2023,Municipal,,,,,,,Anos Finais
1302207,130220,Juruá,AM,2023,Municipal,,,,,,,Anos Finais
1303304,130330,Novo Aripuanã,AM,2023,Municipal,,,,,,,Anos Finais
1303700,130370,Santo Antônio do Içá,AM,2023,Municipal,,,,,,,Anos Finais
1400027,140002,Amajari,RR,2023,Municipal,,,,,,,Anos Finais
1400050,140005,Alto Alegre,RR,2023,Municipal,,,,,,,Anos Finais
1400100,140010,Boa Vista,RR,2023,Municipal,,,,,,,Anos Finais
1400209,140020,Caracaraí,RR,2023,Municipal,,,,,,,Anos Finais
1400282,140028,Iracema,RR,2023,Municipal,,,,,,,Anos Finais
1400456,140045,Pacaraima,RR,2023,Municipal,,,,,,,Anos Finais
1400472,140047,Rorainópolis,RR,2023,Municipal,,,,,,,Anos Finais
1400506,140050,São João da Baliza,RR,2023,Municipal,,,,,,,Anos Finais
1400704,140070,Uiramutã,RR,2023,Municipal,,,,,,,Anos Finais
1501709,150170,Bragança,PA,2023,Municipal,,,,,,,Anos Finais
1503002,150300,Faro,PA,2023,Municipal,,,,,,,Anos Finais
1506583,150658,Santa Maria das Barreiras,PA,2023,Municipal,,,,,,,Anos Finais
1507474,150747,São João de Pirabas,PA,2023,Municipal,,,,,,,Anos Finais
1600303,160030,Macapá,AP,2023,Municipal,,,,,,,Anos Finais
1701051,170105,Angico,TO,2023,Municipal,,,,,,,Anos Finais
1701903,170190,Araguacema,TO,2023,Municipal,,,,,,,Anos Finais
1702109,170210,Araguaína,TO,2023,Municipal,,,,,,,Anos Finais
1702208,170220,Araguatins,TO,2023,Municipal,,,,,,,Anos Finais
1702307,170230,Arapoema,TO,2023,Municipal,,,,,,,Anos Finais
1702406,170240,Arraias,TO,2023,Municipal,,,,,,,Anos Finais
1703008,170300,Babaçulândia,TO,2023,Municipal,,,,,,,Anos Finais
1703305,170330,Bom Jesus do Tocantins,TO,2023,Municipal,,,,,,,Anos Finais
1706001,170600,Couto Magalhães,TO,2023,Municipal,,,,,,,Anos Finais
1706258,170625,Crixás do Tocantins,TO,2023,Municipal,,,,,,,Anos Finais
1707009,170700,Dianópolis,TO,2023,Municipal,,,,,,,Anos Finais
1707108,170710,Divinópolis do Tocantins,TO,2023,Municipal,,,,,,,Anos Finais
1707207,170720,Dois Irmãos do Tocantins,TO,2023,Municipal,,,,,,,Anos Finais
1709302,170930,Guaraí,TO,2023,Municipal,,,,,,,Anos Finais
1709807,170980,Ipueiras,TO,2023,Municipal,,,,,,,Anos Finais
1711100,171110,Itaporã do Tocantins,TO,2023,Municipal,,,,,,,Anos Finais
1711506,171150,Jaú do Tocantins,TO,2023,Municipal,,,,,,,Anos Finais
1711951,171195,Lagoa do Tocantins,TO,2023,Municipal,,,,,,,Anos Finais
1712009,171200,Lajeado,TO,2023,Municipal,,,,,,,Anos Finais
1712405,171240,Lizarda,TO,2023,Municipal,,,,,,,Anos Finais
1712504,171250,Marianópolis do Tocantins,TO,2023,Municipal,,,,,,,Anos Finais
1713205,171320,Miracema do Tocantins,TO,2023,Municipal,,,,,,,Anos Finais
1713304,171330,Miranorte,TO,2023,Municipal,,,,,,,Anos Finais
1713601,171360,Monte do Carmo,TO,2023,Municipal,,,,,,,Anos Finais
1714203,171420,Natividade,TO,2023,Municipal,,,,,,,Anos Finais
1714302,171430,Nazaré,TO,2023,Municipal,,,,,,,Anos Finais
1714880,171488,Nova Olinda,TO,2023,Municipal,,,,,,,Anos Finais
1715101,171510,Novo Acordo,TO,2023,Municipal,,,,,,,Anos Finais
1716109,171610,Paraíso do Tocantins,TO,2023,Municipal,,,,,,,Anos Finais
1716208,171620,Paranã,TO,2023,Municipal,,,,,,,Anos Finais
1716307,171630,Pau D'Arco,TO,2023,Municipal,,,,,,,Anos Finais
1716505,171650,Pedro Afonso,TO,2023,Municipal,,,,,,,Anos Finais
1716604,171660,Peixe,TO,2023,Municipal,,,,,,,Anos Finais
1717008,171700,Pindorama do Tocantins,TO,2023,Municipal,,,,,,,Anos Finais
1717909,171790,Ponte Alta do Tocantins,TO,2023,Municipal,,,,,,,Anos Finais
1718204,171820,Porto Nacional,TO,2023,Municipal,,,,,,,Anos Finais
1718451,171845,Pugmil,TO,2023,Municipal,,,,,,,Anos Finais
1718865,171886,Santa Fé do Araguaia,TO,2023,Municipal,,,,,,,Anos Finais
1718881,171888,Santa Maria do Tocantins,TO,2023,Municipal,,,,,,,Anos Finais
1718899,171889,Santa Rita do Tocantins,TO,2023,Municipal,,,,,,,Anos Finais
1719004,171900,Santa Tereza do Tocantins,TO,2023,Municipal,,,,,,,Anos Finais
1721109,172110,Tocantínia,TO,2023,Municipal,,,,,,,Anos Finais
1722081,172208,Wanderlândia,TO,2023,Municipal,,,,,,,Anos Finais
2109759,210975,Santa Filomena do Maranhão,MA,2023,Municipal,,,,,,,Anos Finais
2201309,220130,Barreiras do Piauí,PI,2023,Municipal,,,,,,,Anos Finais
2201507,220150,Batalha,PI,2023,Municipal,,,,,,,Anos Finais
2202505,220250,Caracol,PI,2023,Municipal,,,,,,,Anos Finais
2203354,220335,Dirceu Arcoverde,PI,2023,Municipal,,,,,,,Anos Finais
2205300,220530,Jerumenha,PI,2023,Municipal,,,,,,,Anos Finais
2206050,220605,Massapê do Piauí,PI,2023,Municipal,,,,,,,Anos Finais
2206720,220672,Nazária,PI,2023,Municipal,,,,,,,Anos Finais
2206902,220690,Novo Oriente do Piauí,PI,2023,Municipal,,,,,,,Anos Finais
2208106,220810,Pimenteiras,PI,2023,Municipal,,,,,,,Anos Finais
2209377,220937,Santa Rosa do Piauí,PI,2023,Municipal,,,,,,,Anos Finais
2209401,220940,Santo Antônio de Lisboa,PI,2023,Municipal,,,,,,,Anos Finais
2401206,240120,Arês,RN,2023,Municipal,,,,,,,Anos Finais
2401602,240160,Bento Fernandes,RN,2023,Municipal,,,,,,,Anos Finais
2401651,240165,Bodó,RN,2023,Municipal,,,,,,,Anos Finais
2401909,240190,Caiçara do Rio do Vento,RN,2023,Municipal,,,,,,,Anos Finais
2403509,240350,Espírito Santo,RN,2023,Municipal,,,,,,,Anos Finais
2403806,240380,Florânia,RN,2023,Municipal,,,,,,,Anos Finais
2403905,240390,Francisco Dantas,RN,2023,Municipal,,,,,,,Anos Finais
2405108,240510,Jandaíra,RN,2023,Municipal,,,,,,,Anos Finais
2406155,240615,Jundiá,RN,2023,Municipal,,,,,,,Anos Finais
2406205,240620,Lagoa d'Anta,RN,2023,Municipal,,,,,,,Anos Finais
2406700,240670,Lajes,RN,2023,Municipal,,,,,,,Anos Finais
2406809,240680,Lajes Pintadas,RN,2023,Municipal,,,,,,,Anos Finais
2407500,240750,Maxaranguape,RN,2023,Municipal,,,,,,,Anos Finais
2408607,240860,Paraná,RN,2023,Municipal,,,,,,,Anos Finais
2408805,240880,Parazinho,RN,2023,Municipal,,,,,,,Anos Finais
2409100,240910,Passa e Fica,RN,2023,Municipal,,,,,,,Anos Finais
2409704,240970,Pedro Avelino,RN,2023,Municipal,,,,,,,Anos Finais
2409803,240980,Pedro Velho,RN,2023,Municipal,,,,,,,Anos Finais
2410801,241080,Riacho de Santana,RN,2023,Municipal,,,,,,,Anos Finais
2411205,241120,Santa Cruz,RN,2023,Municipal,,,,,,,Anos Finais
2411502,241150,Santo Antônio,RN,2023,Municipal,,,,,,,Anos Finais
2411700,241170,São Bento do Trairí,RN,2023,Municipal,,,,,,,Anos Finais
2412203,241220,São José de Mipibu,RN,2023,Municipal,,,,,,,Anos Finais
2412401,241240,São José do Seridó,RN,2023,Municipal,,,,,,,Anos Finais
2412609,241260,São Paulo do Potengi,RN,2023,Municipal,,,,,,,Anos Finais
2412807,241280,São Rafael,RN,2023,Municipal,,,,,,,Anos Finais
2413904,241390,Taipu,RN,2023,Municipal,,,,,,,Anos Finais
2415008,241500,Vila Flor,RN,2023,Municipal,,,,,,,Anos Finais
2500536,250053,Alcantil,PB,2023,Municipal,,,,,,,Anos Finais
2501401,250140,Baía da Traição,PB,2023,Municipal,,,,,,,Anos Finais
2502052,250205,Bernardino Batista,PB,2023,Municipal,,,,,,,Anos Finais
2506103,250610,Fagundes,PB,2023,Municipal,,,,,,,Anos Finais
2509057,250905,Marcação,PB,2023,Municipal,,,,,,,Anos Finais
2510204,251020,Nova Olinda,PB,2023,Municipal,,,,,,,Anos Finais
2511806,251180,Pirpirituba,PB,2023,Municipal,,,,,,,Anos Finais
2511905,251190,Pitimbu,PB,2023,Municipal,,,,,,,Anos Finais
2512408,251240,Puxinanã,PB,2023,Municipal,,,,,,,Anos Finais
2516003,251600,Solânea,PB,2023,Municipal,,,,,,,Anos Finais
2600054,260005,Abreu e Lima,PE,2023,Municipal,,,,,,,Anos Finais
2601607,260160,Belém do São Francisco,PE,2023,Municipal,,,,,,,Anos Finais
2606309,260630,Granito,PE,2023,Municipal,,,,,,,Anos Finais
2608750,260875,Lagoa Grande,PE,2023,Municipal,,,,,,,Anos Finais
2610806,261080,Pedra,PE,2023,Municipal,,,,,,,Anos Finais
2703007,270300,Ibateguara,AL,2023,Municipal,,,,,,,Anos Finais
2707602,270760,Quebrangulo,AL,2023,Municipal,,,,,,,Anos Finais
2803807,280380,Malhada dos Bois,SE,2023,Municipal,,,,,,,Anos Finais
2805109,280510,Pedrinhas,SE,2023,Municipal,,,,,,,Anos Finais
2805307,280530,Pirambu,SE,2023,Municipal,,,,,,,Anos Finais
2805406,280540,Poço Redondo,SE,2023,Municipal,,,,,,,Anos Finais
2805505,280550,Poço Verde,SE,2023,Municipal,,,,,,,Anos Finais
2805703,280570,Propriá,SE,2023,Municipal,,,,,,,Anos Finais
2805802,280580,Riachão do Dantas,SE,2023,Municipal,,,,,,,Anos Finais
2806800,280680,São Domingos,SE,2023,Municipal,,,,,,,Anos Finais
2807501,280750,Tomar do Geru,SE,2023,Municipal,,,,,,,Anos Finais
2900801,290080,Alcobaça,BA,2023,Municipal,,,,,,,Anos Finais
2904001,290400,Boninal,BA,2023,Municipal,,,,,,,Anos Finais
2904308,290430,Brejões,BA,2023,Municipal,,,,,,,Anos Finais
2905503,290550,Caldeirão Grande,BA,2023,Municipal,,,,,,,Anos Finais
2908408,290840,Conceição do Coité,BA,2023,Municipal,,,,,,,Anos Finais
2908804,290880,Contendas do Sincorá,BA,2023,Municipal,,,,,,,Anos Finais
2912103,291210,Ibicaraí,BA,2023,Municipal,,,,,,,Anos Finais
2917904,291790,Jandaíra,BA,2023,Municipal,,,,,,,Anos Finais
2918704,291870,Lafaiete Coutinho,BA,2023,Municipal,,,,,,,Anos Finais
2920700,292070,Maraú,BA,2023,Municipal,,,,,,,Anos Finais
2921401,292140,Mirangaba,BA,2023,Municipal,,,,,,,Anos Finais
2923357,292335,Ourolândia,BA,2023,Municipal,,,,,,,Anos Finais
2924108,292410,Pedrão,BA,2023,Municipal,,,,,,,Anos Finais
2926707,292670,Rio de Contas,BA,2023,Municipal,,,,,,,Anos Finais
2929206,292920,São Francisco do Conde,BA,2023,Municipal,,,,,,,Anos Finais
2929354,292935,São José da Vitória,BA,2023,Municipal,,,,,,,Anos Finais
2933158,293315,Várzea Nova,BA,2023,Municipal,,,,,,,Anos Finais
3100807,310080,Aguanil,MG,2023,Municipal,,,,,,,Anos Finais
3101201,310120,Aiuruoca,MG,2023,Municipal,,,,,,,Anos Finais
3101607,310160,Alfenas,MG,2023,Municipal,,,,,,,Anos Finais
3102506,310250,Amparo do Serra,MG,2023,Municipal,,,,,,,Anos Finais
3102704,310270,Cachoeira de Pajeú,MG,2023,Municipal,,,,,,,Anos Finais
3103405,310340,Araçuaí,MG,2023,Municipal,,,,,,,Anos Finais
3103801,310380,Arapuá,MG,2023,Municipal,,,,,,,Anos Finais
3104205,310420,Arcos,MG,2023,Municipal,,,,,,,Anos Finais
3104502,310450,Arinos,MG,2023,Municipal,,,,,,,Anos Finais
3105103,310510,Bambuí,MG,2023,Municipal,,,,,,,Anos Finais
3105202,310520,Bandeira,MG,2023,Municipal,,,,,,,Anos Finais
3106606,310660,Bertópolis,MG,2023,Municipal,,,,,,,Anos Finais
3107000,310700,Biquinhas,MG,2023,Municipal,,,,,,,Anos Finais
3107109,310710,Boa Esperança,MG,2023,Municipal,,,,,,,Anos Finais
3107406,310740,Bom Despacho,MG,2023,Municipal,,,,,,,Anos Finais
3107505,310750,Bom Jardim de Minas,MG,2023,Municipal,,,,,,,Anos Finais
3108800,310880,Braúnas,MG,2023,Municipal,,,,,,,Anos Finais
3109402,310940,Buritizeiro,MG,2023,Municipal,,,,,,,Anos Finais
3110301,311030,Caldas,MG,2023,Municipal,,,,,,,Anos Finais
3110608,311060,Cambuí,MG,2023,Municipal,,,,,,,Anos Finais
3110905,311090,Campanha,MG,2023,Municipal,,,,,,,Anos Finais
3111101,311110,Campina Verde,MG,2023,Municipal,,,,,,,Anos Finais
3111150,311115,Campo Azul,MG,2023,Municipal,,,,,,,Anos Finais
3112901,311290,Caputira,MG,2023,Municipal,,,,,,,Anos Finais
3113305,311330,Carangola,MG,2023,Municipal,,,,,,,Anos Finais
3113503,311350,Carbonita,MG,2023,Municipal,,,,,,,Anos Finais
3114006,311400,Carmo da Mata,MG,2023,Municipal,,,,,,,Anos Finais
3114402,311440,Carmo do Rio Claro,MG,2023,Municipal,,,,,,,Anos Finais
3115458,311545,Catuji,MG,2023,Municipal,,,,,,,Anos Finais
3115474,311547,Catuti,MG,2023,Municipal,,,,,,,Anos Finais
3115607,311560,Cedro do Abaeté,MG,2023,Municipal,,,,,,,Anos Finais
3116001,311600,Chalé,MG,2023,Municipal,,,,,,,Anos Finais
3116506,311650,Claro dos Poções,MG,2023,Municipal,,,,,,,Anos Finais
3117009,311700,Comercinho,MG,2023,Municipal,,,,,,,Anos Finais
3117801,311780,Conceição dos Ouros,MG,2023,Municipal,,,,,,,Anos Finais
3118403,311840,Conselheiro Pena,MG,2023,Municipal,,,,,,,Anos Finais
3118809,311880,Coração de Jesus,MG,2023,Municipal,,,,,,,Anos Finais
3119955,311995,Córrego Fundo,MG,2023,Municipal,,,,,,,Anos Finais
3120201,312020,Cristais,MG,2023,Municipal,,,,,,,Anos Finais
3120409,312040,Cristiano Otoni,MG,2023,Municipal,,,,,,,Anos Finais
3120508,312050,Cristina,MG,2023,Municipal,,,,,,,Anos Finais
3120904,312090,Curvelo,MG,2023,Municipal,,,,,,,Anos Finais
3121100,312110,Delfim Moreira,MG,2023,Municipal,,,,,,,Anos Finais
3121209,312120,Delfinópolis,MG,2023,Municipal,,,,,,,Anos Finais
3122009,312200,Divino,MG,2023,Municipal,,,,,,,Anos Finais
3123601,312360,Elói Mendes,MG,2023,Municipal,,,,,,,Anos Finais
3124203,312420,Espera Feliz,MG,2023,Municipal,,,,,,,Anos Finais
3124906,312490,Eugenópolis,MG,2023,Municipal,,,,,,,Anos Finais
3125606,312560,Felisburgo,MG,2023,Municipal,,,,,,,Anos Finais
3126604,312660,Francisco Dumont,MG,2023,Municipal,,,,,,,Anos Finais
3126752,312675,Franciscópolis,MG,2023,Municipal,,,,,,,Anos Finais
3126802,312680,Frei Gaspar,MG,2023,Municipal,,,,,,,Anos Finais
3126901,312690,Frei Inocêncio,MG,2023,Municipal,,,,,,,Anos Finais
3127057,312705,Fronteira dos Vales,MG,2023,Municipal,,,,,,,Anos Finais
3127107,312710,Frutal,MG,2023,Municipal,,,,,,,Anos Finais
3128105,312810,Guapé,MG,2023,Municipal,,,,,,,Anos Finais
3129509,312950,Ibiá,MG,2023,Municipal,,,,,,,Anos Finais
3130655,313065,Indaiabira,MG,2023,Municipal,,,,,,,Anos Finais
3130903,313090,Inhapim,MG,2023,Municipal,,,,,,,Anos Finais
3131802,313180,Itabirinha,MG,2023,Municipal,,,,,,,Anos Finais
3132008,313200,Itacambira,MG,2023,Municipal,,,,,,,Anos Finais
3133006,313300,Itamonte,MG,2023,Municipal,,,,,,,Anos Finais
3133303,313330,Itaobim,MG,2023,Municipal,,,,,,,Anos Finais
3133402,313340,Itapagipe,MG,2023,Municipal,,,,,,,Anos Finais
3134004,313400,Itinga,MG,2023,Municipal,,,,,,,Anos Finais
3134707,313470,Jacinto,MG,2023,Municipal,,,,,,,Anos Finais
3135050,313505,Jaíba,MG,2023,Municipal,,,,,,,Anos Finais
3135605,313560,Jequitaí,MG,2023,Municipal,,,,,,,Anos Finais
3135803,313580,Jequitinhonha,MG,2023,Municipal,,,,,,,Anos Finais
3138005,313800,Laranjal,MG,2023,Municipal,,,,,,,Anos Finais
