codmun,nomemun,estado_abrev,tx_mort_evit_aj_oms,posição estadual
261220,Salgueiro,PE,"119,17764",
352270,Itápolis,SP,"119,20001",476
210290,Carutapera,MA,"119,21684",
171850,Recursolândia,TO,"119,21709",
290610,Canápolis,BA,"119,23327",
313865,Lontra,MG,"119,23427",
431337,Nova Santa Rita,RS,"119,25460",
412627,Saudade do Iguaçu,PR,"119,26358",
510320,Colíder,MT,"119,30366",
352160,Irapuru,SP,"119,32806",477
412170,Reserva,PR,"119,36607",
230427,Ererê,CE,"119,38348",
410350,Califórnia,PR,"119,39291",
240840,Olho-d'Água do Borges,RN,"119,41748",
210140,Balsas,MA,"119,43457",
315200,Pompéu,MG,"119,43510",
316370,São Lourenço,MG,"119,45443",
420030,Agronômica,SC,"119,45583",
411610,Moreira Sales,PR,"119,48124",
250940,Mogeiro,PB,"119,49284",
261630,Vicência,PE,"119,50352",
353190,Morro Agudo,SP,"119,54604",478
312200,Divino,MG,"119,54934",
522190,Varjão,GO,"119,57491",
260070,Aliança,PE,"119,62214",
431850,São José do Norte,RS,"119,69082",
150280,Curralinho,PA,"119,74033",
355470,Torrinha,SP,"119,75685",479
330470,Santo Antônio de Pádua,RJ,"119,79063",43
330630,Volta Redonda,RJ,"119,83187",44
421150,Nova Trento,SC,"119,84985",
210083,Apicum-Açu,MA,"119,87250",
220198,Brejo do Piauí,PI,"119,93150",
431225,Minas do Leão,RS,"119,93273",
410470,Carlópolis,PR,"119,95162",
314390,Muriaé,MG,"120,01314",
420260,Bom Retiro,SC,"120,01950",
170388,Carmolândia,TO,"120,02074",
270030,Arapiraca,AL,"120,03375",
230075,Amontada,CE,"120,10208",
431033,Imbé,RS,"120,12993",
500290,Cassilândia,MS,"120,13001",
172030,São Sebastião do Tocantins,TO,"120,17332",
500635,Paranhos,MS,"120,17979",
521080,Itajá,GO,"120,18481",
210640,Mata Roma,MA,"120,19572",
160060,Santana,AP,"120,21722",
241440,Touros,RN,"120,25429",
250840,Lastro,PB,"120,27190",
250240,Bonito de Santa Fé,PB,"120,27851",
290540,Cairu,BA,"120,28124",
316700,Serranos,MG,"120,28647",
412760,Tijucas do Sul,PR,"120,30888",
310530,Bandeira do Sul,MG,"120,32027",
316905,Tocos do Moji,MG,"120,34339",
210480,Grajaú,MA,"120,37779",
310370,Araponga,MG,"120,42479",
351760,Guapiara,SP,"120,42648",480
314450,Nazareno,MG,"120,43873",
352060,Indiana,SP,"120,46199",481
260345,Camaragibe,PE,"120,47454",
350350,Areias,SP,"120,48904",482
210043,Alto Alegre do Maranhão,MA,"120,51015",
290160,Antas,BA,"120,51651",
354100,Praia Grande,SP,"120,52282",483
500270,Campo Grande,MS,"120,55214",
292405,Pé de Serra,BA,"120,56167",
310280,Andrelândia,MG,"120,56820",
110020,Porto Velho,RO,"120,56970",
411440,Mangueirinha,PR,"120,58325",
110010,Guajará-Mirim,RO,"120,59935",
230610,Irauçuba,CE,"120,64390",
220060,Angical do Piauí,PI,"120,64425",
261330,São Joaquim do Monte,PE,"120,64644",
120060,Tarauacá,AC,"120,69964",
150390,Juruti,PA,"120,72314",
421635,São João do Itaperiú,SC,"120,72955",
211170,São Vicente Ferrer,MA,"120,78121",
353620,Pariquera-Açu,SP,"120,79737",484
432250,Vacaria,RS,"120,79815",
270642,Pariconha,AL,"120,80525",
250190,Belém,PB,"120,82376",
421810,Timbé do Sul,SC,"120,84546",
315830,Santana da Vargem,MG,"120,87025",
422000,Balneário Rincão,SC,"120,90641",
313420,Ituiutaba,MG,"120,93632",
500350,Douradina,MS,"120,96056",
210350,Colinas,MA,"121,01077",
312540,Felício dos Santos,MG,"121,02088",
520420,Cachoeira de Goiás,GO,"121,04310",
280530,Pirambu,SE,"121,09064",
410210,Astorga,PR,"121,11090",
240970,Pedro Avelino,RN,"121,13659",
240830,Nova Cruz,RN,"121,15067",
260190,Bezerros,PE,"121,15116",
311340,Caratinga,MG,"121,15235",
311200,Candeias,MG,"121,15928",
230710,Jardim,CE,"121,17688",
510620,Nova Brasilândia,MT,"121,22451",
412220,Rio Branco do Sul,PR,"121,27318",
520860,Goianésia,GO,"121,28068",
351000,Cândido Mota,SP,"121,28758",485
312520,Fama,MG,"121,33159",
110170,Urupá,RO,"121,33870",
411845,Pato Bragado,PR,"121,35022",
310880,Braúnas,MG,"121,35698",
500800,Terenos,MS,"121,38356",
430163,Balneário Pinhal,RS,"121,39690",
312352,Durandé,MG,"121,39841",
354025,Pontalinda,SP,"121,43414",486
410040,Almirante Tamandaré,PR,"121,44565",
220880,Regeneração,PI,"121,47094",
316060,Santo Hipólito,MG,"121,50995",
330230,Laje do Muriaé,RJ,"121,53131",45
412265,Rosário do Ivaí,PR,"121,56711",
430005,Água Santa,RS,"121,57719",
312150,Desterro do Melo,MG,"121,57732",
280270,Ilha das Flores,SE,"121,69427",
500430,Iguatemi,MS,"121,69627",
354050,Porangaba,SP,"121,71392",487
230945,Ocara,CE,"121,74972",
410830,Foz do Iguaçu,PR,"121,82053",
110013,Machadinho D'Oeste,RO,"121,87609",
210160,Barra do Corda,MA,"121,94774",
280210,Estância,SE,"121,98172",
280280,Indiaroba,SE,"122,00575",
351970,Ibiúna,SP,"122,01902",488
510140,Aripuanã,MT,"122,04199",
420090,Angelina,SC,"122,04630",
250620,Frei Martinho,PB,"122,05057",
250905,Marcação,PB,"122,06253",
351900,Herculândia,SP,"122,06863",489
320510,Viana,ES,"122,07319",62
314467,Nova Belém,MG,"122,08093",
260090,Amaraji,PE,"122,08745",
240630,Lagoa de Pedras,RN,"122,10428",
292550,Prado,BA,"122,15154",
290485,Cabaceiras do Paraguaçu,BA,"122,15804",
353440,Osasco,SP,"122,17732",490
412070,Quatiguá,PR,"122,28902",
352570,José Bonifácio,SP,"122,32794",491
510250,Cáceres,MT,"122,33095",
292370,Paratinga,BA,"122,35903",
520552,Colinas do Sul,GO,"122,39884",
241150,Santo Antônio,RN,"122,41643",
330025,Arraial do Cabo,RJ,"122,42230",46
150543,Ourilândia do Norte,PA,"122,42941",
430003,Aceguá,RS,"122,46902",
314080,Matias Barbosa,MG,"122,48649",
352560,João Ramalho,SP,"122,50975",492
315370,Quartel Geral,MG,"122,51358",
241475,Venha-Ver,RN,"122,54423",
210927,Presidente Sarney,MA,"122,54610",
510340,Cuiabá,MT,"122,61430",
522160,Uruaçu,GO,"122,62275",
290682,Canudos,BA,"122,63192",
521830,Posse,GO,"122,64020",
110008,Costa Marques,RO,"122,65500",
353740,Pereira Barreto,SP,"122,69809",493
150520,Oeiras do Pará,PA,"122,72968",
420930,Lages,SC,"122,73242",
330045,Belford Roxo,RJ,"122,78604",47
510621,Nova Canaã do Norte,MT,"122,80583",
170305,Bandeirantes do Tocantins,TO,"122,82075",
521560,Padre Bernardo,GO,"122,83755",
510630,Paranatinga,MT,"122,86226",
500580,Nioaque,MS,"122,86606",
230930,Nova Russas,CE,"122,87227",
500830,Três Lagoas,MS,"122,89039",
420207,Balneário Gaivota,SC,"122,91789",
270375,Jequiá da Praia,AL,"122,91896",
150760,São Miguel do Guamá,PA,"122,94269",
330475,São Francisco de Itabapoana,RJ,"122,98179",48
260005,Abreu e Lima,PE,"123,04335",
315140,Pitangui,MG,"123,07268",
352320,Itararé,SP,"123,22860",494
311450,Carmópolis de Minas,MG,"123,23260",
521460,Niquelândia,GO,"123,24676",
240930,Patu,RN,"123,28757",
220595,Marcolândia,PI,"123,33605",
354600,Santa Branca,SP,"123,34343",495
316360,São José do Mantimento,MG,"123,36435",
210405,Estreito,MA,"123,41204",
521308,Minaçu,GO,"123,42177",
316447,São Sebastião do Anta,MG,"123,44150",
312760,Gouveia,MG,"123,54523",
351450,Duartina,SP,"123,56231",496
211065,São Domingos do Azeitão,MA,"123,56392",
290410,Boquira,BA,"123,58788",
354360,Rifaina,SP,"123,63922",497
421265,Pescaria Brava,SC,"123,66031",
353850,Piquete,SP,"123,69555",498
355280,Taboão da Serra,SP,"123,78418",499
352210,Itanhaém,SP,"123,82047",500
110100,Governador Jorge Teixeira,RO,"123,82074",
351100,Castilho,SP,"123,82097",501
316770,Sobrália,MG,"123,82629",
411870,Paulo Frontin,PR,"123,87127",
411970,Planaltina do Paraná,PR,"123,87641",
110120,Ministro Andreazza,RO,"123,93452",
240390,Francisco Dantas,RN,"123,94121",
354350,Riversul,SP,"123,96438",502
130406,Tabatinga,AM,"123,98142",
354270,Restinga,SP,"124,04672",503
250270,Borborema,PB,"124,05539",
311140,Campo Florido,MG,"124,06005",
291510,Itagi,BA,"124,07591",
421130,Navegantes,SC,"124,10257",
311490,Casa Grande,MG,"124,11175",
500630,Paranaíba,MS,"124,12761",
520840,Goianápolis,GO,"124,18363",
354460,Sabino,SP,"124,18460",504
251615,Sossêgo,PB,"124,22918",
330400,Piraí,RJ,"124,23467",49
410960,Guaratuba,PR,"124,24697",
150090,Augusto Corrêa,PA,"124,24784",
431990,Sapiranga,RS,"124,25354",
110180,Vale do Paraíso,RO,"124,29894",
250610,Fagundes,PB,"124,30371",
130340,Parintins,AM,"124,30548",
411575,Mauá da Serra,PR,"124,36369",
314170,Mesquita,MG,"124,36904",
241120,Santa Cruz,RN,"124,38604",
230810,Mauriti,CE,"124,39577",
352840,Mairinque,SP,"124,39808",505
130260,Manaus,AM,"124,41590",
430500,Catuípe,RS,"124,44093",
500840,Vicentina,MS,"124,45305",
411995,Pontal do Paraná,PR,"124,46468",
352265,Itapirapuã Paulista,SP,"124,48258",506
240020,Açu,RN,"124,48345",
353880,Piraju,SP,"124,57642",507
330150,Cordeiro,RJ,"124,58181",50
354040,Populina,SP,"124,62347",508
521975,Santo Antônio do Descoberto,GO,"124,67260",
170384,Campos Lindos,TO,"124,69638",
421940,Witmarsum,SC,"124,76626",
250890,Mamanguape,PB,"124,80057",
270810,Santana do Mundaú,AL,"124,81130",
210060,Amarante do Maranhão,MA,"124,84470",
171750,Pium,TO,"124,88621",
150240,Castanhal,PA,"124,90329",
430160,Bagé,RS,"124,91432",
230423,Croatá,CE,"124,93573",
330513,São José de Ubá,RJ,"124,95590",51
290560,Camacan,BA,"124,96529",
251170,Pilõezinhos,PB,"124,97698",
411050,Ipiranga,PR,"125,01766",
240080,Angicos,RN,"125,05124",
270600,Olivença,AL,"125,06976",
150745,São Geraldo do Araguaia,PA,"125,08131",
430730,Erval Seco,RS,"125,08719",
210632,Maracaçumé,MA,"125,09838",
521130,Itarumã,GO,"125,19495",
520920,Guapó,GO,"125,19621",
231160,Redenção,CE,"125,21469",
432160,Tramandaí,RS,"125,21501",
314210,Miradouro,MG,"125,22279",
353410,Oriente,SP,"125,23624",509
315750,Santa Efigênia de Minas,MG,"125,24728",
260845,Lagoa do Carro,PE,"125,25140",
220887,Ribeira do Piauí,PI,"125,29870",
421223,Paraíso,SC,"125,32442",
260040,Água Preta,PE,"125,33016",
150550,Paragominas,PA,"125,43482",
231030,Parambu,CE,"125,48530",
353400,Onda Verde,SP,"125,48740",510
352030,Iguape,SP,"125,50687",511
431640,Rosário do Sul,RS,"125,63573",
314100,Mato Verde,MG,"125,65762",
220100,Arraial,PI,"125,67114",
310150,Além Paraíba,MG,"125,70198",
241220,São José de Mipibu,RN,"125,70622",
411220,Janiópolis,PR,"125,71234",
150070,Anajás,PA,"125,81765",
250360,Caiçara,PB,"125,81791",
270640,Pão de Açúcar,AL,"125,82817",
171215,Lavandeira,TO,"125,84727",
110080,Candeias do Jamari,RO,"125,90168",
411745,Ouro Verde do Oeste,PR,"125,92684",
354490,Sales Oliveira,SP,"125,93186",512
210315,Centro do Guilherme,MA,"125,96088",
313115,Ipaba,MG,"126,05089",
150670,Santana do Araguaia,PA,"126,07792",
220120,Barras,PI,"126,07923",
352380,Itobi,SP,"126,12202",513
510629,Paranaíta,MT,"126,13067",
314760,Passa Quatro,MG,"126,16366",
410880,Guaíra,PR,"126,17586",
311960,Coronel Pacheco,MG,"126,20860",
290080,Alcobaça,BA,"126,20934",
150795,Tailândia,PA,"126,21773",
280610,Rosário do Catete,SE,"126,23316",
310590,Barroso,MG,"126,24864",
521030,Israelândia,GO,"126,28709",
410340,Cafeara,PR,"126,30317",
280130,Capela,SE,"126,30714",
421380,Praia Grande,SC,"126,34614",
290390,Bom Jesus da Lapa,BA,"126,37208",
260060,Alagoinha,PE,"126,41574",
330490,São Gonçalo,RJ,"126,43050",52
353730,Penápolis,SP,"126,43837",514
320465,São Domingos do Norte,ES,"126,45224",63
412667,Tamarana,PR,"126,47029",
421640,São João do Sul,SC,"126,49158",
430110,Arroio dos Ratos,RS,"126,49431",
312880,Guidoval,MG,"126,49748",
354075,Potim,SP,"126,54405",515
220273,Coivaras,PI,"126,59281",
312060,Crucilândia,MG,"126,61043",
330010,Angra dos Reis,RJ,"126,74094",53
351080,Casa Branca,SP,"126,80738",516
354550,Sandovalina,SP,"126,85029",517
510515,Juína,MT,"126,85705",
280600,Ribeirópolis,SE,"126,87116",
250400,Campina Grande,PB,"126,88241",
291710,Itororó,BA,"126,89313",
150140,Belém,PA,"126,91234",
120040,Rio Branco,AC,"126,91321",
280300,Itabaianinha,SE,"126,92041",
291610,Itaparica,BA,"126,92646",
250135,Assunção,PB,"127,04348",
432146,Tio Hugo,RS,"127,11100",
430880,General Câmara,RS,"127,14257",
260050,Águas Belas,PE,"127,17495",
261080,Pedra,PE,"127,21766",
500295,Chapadão do Sul,MS,"127,23767",
150810,Tucuruí,PA,"127,25097",
330455,Rio de Janeiro,RJ,"127,29659",54
315330,Presidente Kubitschek,MG,"127,31107",
172210,Xambioá,TO,"127,41270",
330050,Bom Jardim,RJ,"127,48237",55
150770,São Sebastião da Boa Vista,PA,"127,50758",
260940,Moreno,PE,"127,51033",
353610,Pardinho,SP,"127,54530",518
431800,São Borja,RS,"127,55938",
351060,Carapicuíba,SP,"127,56216",519
354540,Salto Grande,SP,"127,56333",520
230630,Itapagé,CE,"127,57963",
260170,Belo Jardim,PE,"127,69301",
230625,Itaitinga,CE,"127,70346",
231370,Umari,CE,"127,73326",
130195,Itamarati,AM,"127,75306",
320265,Irupi,ES,"127,75991",64
313330,Itaobim,MG,"127,84780",
330555,Seropédica,RJ,"127,85413",56
292710,Rodelas,BA,"127,89765",
220050,Amarante,PI,"127,91197",
354610,Santa Clara d'Oeste,SP,"127,91591",521
353510,Palmares Paulista,SP,"127,93130",522
351070,Cardoso,SP,"127,94799",523
211270,Vargem Grande,MA,"127,97491",
320230,Guaçuí,ES,"128,01728",65
411295,Juranda,PR,"128,03208",
150660,Santa Maria do Pará,PA,"128,04139",
410045,Altamira do Paraná,PR,"128,10915",
412430,Santo Antônio do Paraíso,PR,"128,13396",
500240,Caarapó,MS,"128,13659",
313600,Joaíma,MG,"128,13739",
150125,Bannach,PA,"128,14900",
312210,Divino das Laranjeiras,MG,"128,20648",
313270,Itambacuri,MG,"128,21566",
313507,Jampruca,MG,"128,22398",
230200,Barro,CE,"128,26184",
351350,Cubatão,SP,"128,26957",524
251250,Queimadas,PB,"128,27289",
293280,Utinga,BA,"128,29696",
130200,Itapiranga,AM,"128,31888",
430670,Dona Francisca,RS,"128,33541",
317103,Verdelândia,MG,"128,36652",
410330,Borrazópolis,PR,"128,37897",
110002,Ariquemes,RO,"128,39163",
354410,Rio Grande da Serra,SP,"128,40960",525
270250,Dois Riachos,AL,"128,50246",
430468,Capela de Santana,RS,"128,60757",
260890,Limoeiro,PE,"128,62157",
500515,Juti,MS,"128,62408",
270120,Cacimbinhas,AL,"128,64428",
354560,Santa Adélia,SP,"128,65101",526
500370,Dourados,MS,"128,66193",
500793,Sonora,MS,"128,74770",
150380,Jacundá,PA,"128,79811",
260800,Jataúba,PE,"128,82437",
350140,Álvaro de Carvalho,SP,"128,82835",527
315840,Santana de Cataguases,MG,"128,86376",
510270,Canarana,MT,"128,92687",
260420,Catende,PE,"128,93198",
211150,São Mateus do Maranhão,MA,"128,97109",
140045,Pacaraima,RR,"129,04545",
270240,Delmiro Gouveia,AL,"129,14418",
270360,Japaratinga,AL,"129,15132",
522140,Trindade,GO,"129,15746",
120020,Cruzeiro do Sul,AC,"129,22077",
260930,Mirandiba,PE,"129,25058",
230360,Catarina,CE,"129,27709",
220520,Jaicós,PI,"129,28636",
240300,Cruzeta,RN,"129,30156",
270160,Canapi,AL,"129,32947",
353550,Paraguaçu Paulista,SP,"129,33939",528
352220,Itapecerica da Serra,SP,"129,36279",529
250720,Itatuba,PB,"129,37144",
260200,Bodocó,PE,"129,41066",
251120,Pedras de Fogo,PB,"129,42987",
211176,Senador La Rocque,MA,"129,48085",
315440,Ressaquinha,MG,"129,49190",
421220,Papanduva,SC,"129,50667",
310640,Belo Vale,MG,"129,57492",
211003,Santa Luzia do Paruá,MA,"129,59630",
311630,Cipotânea,MG,"129,60896",
260500,Cupira,PE,"129,64143",
510558,Marcelândia,MT,"129,65132",
210280,Carolina,MA,"129,74928",
315860,Santana do Deserto,MG,"129,75427",
250320,Cabedelo,PB,"129,75796",
330500,São João da Barra,RJ,"129,76556",57
230720,Jati,CE,"129,77102",
350960,Campo Limpo Paulista,SP,"129,78038",530
311560,Cedro do Abaeté,MG,"129,80172",
220960,São Félix do Piauí,PI,"129,80382",
210360,Coroatá,MA,"129,85049",
160080,Vitória do Jari,AP,"129,86110",
230465,Graça,CE,"129,94652",
250560,Diamante,PB,"129,99019",
315450,Riacho dos Machados,MG,"130,06239",
420740,Imbuia,SC,"130,09194",
314437,Natalândia,MG,"130,19807",
410850,General Carneiro,PR,"130,26130",
316570,Senador Firmino,MG,"130,27466",
430513,Cerro Branco,RS,"130,32613",
251110,Pedra Lavrada,PB,"130,33042",
521250,Luziânia,GO,"130,34805",
420170,Ascurra,SC,"130,37021",
292100,Mata de São João,BA,"130,38671",
320310,Jerônimo Monteiro,ES,"130,44598",66
251370,Santa Rita,PB,"130,45835",
150740,São Francisco do Pará,PA,"130,48419",
210230,Buriti Bravo,MA,"130,52767",
353380,Óleo,SP,"130,53433",531
310920,Buenópolis,MG,"130,58602",
310930,Buritis,MG,"130,61729",
280430,Muribeca,SE,"130,62101",
350340,Arealva,SP,"130,65645",532
330260,Mangaratiba,RJ,"130,69052",58
430380,Campinas do Sul,RS,"130,78035",
411060,Iporã,PR,"130,83239",
270860,São Miguel dos Campos,AL,"130,83970",
292935,São José da Vitória,BA,"130,84903",
315733,Santa Cruz de Minas,MG,"130,85916",
291085,Filadélfia,BA,"130,89168",
261170,Riacho das Almas,PE,"130,89905",
520815,Gameleira de Goiás,GO,"130,93738",
220980,São Gonçalo do Piauí,PI,"131,00815",
510840,Várzea Grande,MT,"131,03166",
251720,Vieirópolis,PB,"131,05448",
250880,Malta,PB,"131,05707",
250030,Alagoa Grande,PB,"131,05839",
320100,Boa Esperança,ES,"131,06574",67
520170,Aragarças,GO,"131,07923",
211080,São Félix de Balsas,MA,"131,10558",
210960,Rosário,MA,"131,17784",
353350,Novo Horizonte,SP,"131,18097",533
220920,Santa Filomena,PI,"131,29280",
220275,Colônia do Gurguéia,PI,"131,38177",
130002,Alvarães,AM,"131,41468",
240990,Pendências,RN,"131,41725",
220090,Aroazes,PI,"131,43775",
351870,Guarujá,SP,"131,45558",534
270550,Murici,AL,"131,51068",
251660,Tavares,PB,"131,52023",
314630,Padre Paraíso,MG,"131,54203",
150080,Ananindeua,PA,"131,55290",
220209,Caldeirão Grande do Piauí,PI,"131,56679",
313740,Lagoa Dourada,MG,"131,63335",
410570,Clevelândia,PR,"131,64044",
521400,Mozarlândia,GO,"131,65441",
130410,Tapauá,AM,"131,66342",
270470,Marechal Deodoro,AL,"131,66410",
352350,Itatinga,SP,"131,70003",535
270790,Santa Luzia do Norte,AL,"131,75124",
421590,São Bonifácio,SC,"131,75330",
351250,Coroados,SP,"131,76435",536
230740,Jucás,CE,"131,86278",
280120,Canindé de São Francisco,SE,"131,86622",
410620,Contenda,PR,"131,88412",
220220,Campo Maior,PI,"131,88534",
411760,Palmas,PR,"131,92411",
210125,Bacabeira,MA,"131,96706",
351210,Colômbia,SP,"132,03096",537
411155,Ivaté,PR,"132,07440",
350920,Cajamar,SP,"132,12204",538
350940,Cajuru,SP,"132,12771",539
150555,Pau D'Arco,PA,"132,15760",
120025,Epitaciolândia,AC,"132,22416",
411400,Mamborê,PR,"132,23798",
251650,Taperoá,PB,"132,32359",
312460,Estrela Dalva,MG,"132,37994",
260290,Cabo de Santo Agostinho,PE,"132,38136",
330023,Armação dos Búzios,RJ,"132,41533",59
510719,Ribeirãozinho,MT,"132,42750",
411925,Pinhal de São Bento,PR,"132,43139",
310940,Buritizeiro,MG,"132,43606",
330120,Carmo,RJ,"132,54184",60
250355,Cacimbas,PB,"132,54453",
130420,Tefé,AM,"132,59485",
330440,Rio Claro,RJ,"132,64763",61
110030,Vilhena,RO,"132,67701",
412370,Santa Isabel do Ivaí,PR,"132,71256",
351230,Conchas,SP,"132,76744",540
170070,Alvorada,TO,"132,84115",
350220,Angatuba,SP,"132,90704",541
330395,Pinheiral,RJ,"132,91155",62
431260,Muçum,RS,"132,93891",
220800,Picos,PI,"132,96052",
314545,Olhos-d'Água,MG,"132,98206",
410754,Espigão Alto do Iguaçu,PR,"132,98963",
520640,Crixás,GO,"133,06023",
251430,São José de Caiana,PB,"133,07930",
312850,Guarará,MG,"133,08181",
210596,Lagoa Grande do Maranhão,MA,"133,10433",
220675,Nossa Senhora de Nazaré,PI,"133,10991",
220230,Canto do Buriti,PI,"133,19352",
315640,Romaria,MG,"133,20338",
210670,Mirador,MA,"133,29468",
351685,Gavião Peixoto,SP,"133,29500",542
411125,Itaperuçu,PR,"133,34345",
351190,Clementina,SP,"133,38090",543
171245,Luzinópolis,TO,"133,38513",
130140,Eirunepé,AM,"133,46451",
291480,Itabuna,BA,"133,47843",
260920,Maraial,PE,"133,52328",
420250,Bom Jardim da Serra,SC,"133,62635",
330220,Itaperuna,RJ,"133,79053",63
241010,Poço Branco,RN,"133,79862",
330480,São Fidélis,RJ,"133,82437",64
150560,Peixe-Boi,PA,"133,83031",
250630,Guarabira,PB,"133,86107",
421000,Luiz Alves,SC,"133,86861",
280445,Nossa Senhora Aparecida,SE,"133,88428",
280250,General Maynard,SE,"133,93055",
210820,Pedreiras,MA,"134,02907",
430690,Encruzilhada do Sul,RS,"134,05170",
251360,Santana dos Garrotes,PB,"134,08530",
320110,Bom Jesus do Norte,ES,"134,10207",68
350870,Caconde,SP,"134,13853",544
420790,Irineópolis,SC,"134,19263",
330115,Cardoso Moreira,RJ,"134,19995",65
411570,Matinhos,PR,"134,22548",
351590,Floreal,SP,"134,24574",545
241480,Vera Cruz,RN,"134,24742",
412870,Vitorino,PR,"134,33242",
521205,Jesúpolis,GO,"134,39330",
350210,Andradina,SP,"134,49224",546
312595,Fervedouro,MG,"134,49887",
171780,Ponte Alta do Bom Jesus,TO,"134,54406",
314240,Moema,MG,"134,56509",
355395,Tarumã,SP,"134,59215",547
261245,Santa Cruz,PE,"134,70745",
312250,Dom Cavati,MG,"134,70894",
510490,Jangada,MT,"134,71086",
291890,Lajedão,BA,"134,74434",
353260,Nhandeara,SP,"134,83514",548
171650,Pedro Afonso,TO,"134,84744",
270430,Maceió,AL,"134,89529",
330390,Petrópolis,RJ,"134,95997",66
250855,Logradouro,PB,"134,97654",
420380,Canoinhas,SC,"135,11011",
351750,Guapiaçu,SP,"135,15665",549
290800,Coaraci,BA,"135,24046",
220680,Nossa Senhora dos Remédios,PI,"135,25759",
260670,Ibirajuba,PE,"135,28439",
312700,Fronteira,MG,"135,31195",
220045,Alvorada do Gurguéia,PI,"135,35884",
260775,Itapissuma,PE,"135,37117",
411800,Paraíso do Norte,PR,"135,37330",
171670,Colméia,TO,"135,37737",
317200,Visconde do Rio Branco,MG,"135,42555",
411600,Miraselva,PR,"135,44455",
210580,Lago do Junco,MA,"135,45061",
355430,Teodoro Sampaio,SP,"135,50047",550
430517,Cerro Grande do Sul,RS,"135,51947",
330200,Itaguaí,RJ,"135,61289",67
172208,Wanderlândia,TO,"135,64783",
313505,Jaíba,MG,"135,66493",
292260,Nilo Peçanha,BA,"135,69626",
241400,Tangará,RN,"135,70458",
330590,Trajano de Moraes,RJ,"135,77020",68
500410,Guia Lopes da Laguna,MS,"135,78251",
270700,Pindoba,AL,"135,79080",
312385,Entre Folhas,MG,"135,82262",
351940,Ibirá,SP,"135,87370",551
270230,Coruripe,AL,"135,89512",
351640,Franco da Rocha,SP,"135,93238",552
354020,Pontal,SP,"135,98083",553
290115,América Dourada,BA,"135,99508",
130060,Benjamin Constant,AM,"136,01257",
210540,Itapecuru Mirim,MA,"136,05378",
432215,Tunas,RS,"136,06664",
160015,Pedra Branca do Amapari,AP,"136,11762",
412180,Ribeirão Claro,PR,"136,12527",
270110,Branquinha,AL,"136,13564",
314040,Marmelópolis,MG,"136,17309",
320090,Barra de São Francisco,ES,"136,17503",69
355100,São Vicente,SP,"136,23570",554
251020,Nova Olinda,PB,"136,23796",
430200,Barros Cassal,RS,"136,26082",
310440,Argirita,MG,"136,32925",
410160,Arapoti,PR,"136,35956",
420768,Ipuaçu,SC,"136,36407",
500690,Porto Murtinho,MS,"136,37381",
316930,Três Corações,MG,"136,38196",
316250,São João del Rei,MG,"136,40796",
350240,Anhumas,SP,"136,42808",555
431057,Itapuca,RS,"136,50749",
510600,Nortelândia,MT,"136,53342",
410645,Coronel Domingos Soares,PR,"136,54620",
220860,Prata do Piauí,PI,"136,67832",
315660,Rubim,MG,"136,72680",
411080,Iretama,PR,"136,75012",
231195,Salitre,CE,"136,75443",
210250,Cajari,MA,"136,76376",
250340,Cacimba de Areia,PB,"136,84145",
210600,Lima Campos,MA,"136,85471",
240860,Paraná,RN,"136,89386",
431830,São Gabriel,RS,"136,89469",
210594,Lago dos Rodrigues,MA,"136,92628",
411250,Jardim Alegre,PR,"136,94360",
220530,Jerumenha,PI,"136,99425",
510618,Nova Lacerda,MT,"136,99465",
291260,Ibiquera,BA,"137,01932",
270620,Palestina,AL,"137,04585",
500190,Bataguassu,MS,"137,07792",
260230,Bonito,PE,"137,09807",
520010,Abadiânia,GO,"137,10424",
220271,Cocal de Telha,PI,"137,14203",
410790,Floresta,PR,"137,14371",
351880,Guarulhos,SP,"137,15757",556
355630,Valparaíso,SP,"137,26719",557
316920,Tombos,MG,"137,30745",
432110,Tapes,RS,"137,35527",
260770,Itapetim,PE,"137,40522",
411380,Lupionópolis,PR,"137,42446",
420530,Faxinal dos Guedes,SC,"137,44020",
311570,Central de Minas,MG,"137,49546",
171195,Lagoa do Tocantins,TO,"137,50448",
352180,Itaí,SP,"137,54050",558
510885,Nova Marilândia,MT,"137,54766",
320160,Conceição da Barra,ES,"137,54935",70
250710,Itapororoca,PB,"137,56398",
160030,Macapá,AP,"137,59744",
500795,Tacuru,MS,"137,64799",
311390,Carmo da Cachoeira,MG,"137,69467",
210375,Davinópolis,MA,"137,72171",
292560,Presidente Dutra,BA,"137,75480",
412575,São Pedro do Iguaçu,PR,"137,83622",
431205,Marques de Souza,RS,"137,85480",
352740,Lucélia,SP,"137,88256",559
421270,Petrolândia,SC,"137,92244",
315360,Prudente de Morais,MG,"137,94160",
500600,Nova Alvorada do Sul,MS,"138,01933",
510125,Araputanga,MT,"138,08685",
355365,Taquaral,SP,"138,13358",560
311010,Caiana,MG,"138,15168",
270200,Coité do Nóia,AL,"138,17636",
270540,Monteirópolis,AL,"138,21953",
230365,Catunda,CE,"138,23099",
330245,Macuco,RJ,"138,26697",69
130120,Coari,AM,"138,28978",
220650,Monsenhor Hipólito,PI,"138,30541",
310460,Astolfo Dutra,MG,"138,33935",
310290,Antônio Carlos,MG,"138,33988",
520990,Iaciara,GO,"138,34044",
431775,Santo Antônio do Planalto,RS,"138,34054",
230950,Orós,CE,"138,35612",
